x,y
3908.4322051738473,1743.79105375193
3859.91758715723,1755.8695342276396
3811.7475231181106,1769.2603753108451
3763.971795383726,1783.98944564627
3716.642828781898,1800.0845754351217
3669.7999335673053,1817.5818452853346
3623.51813859678,1836.5077752184202
3577.8593357224054,1856.8963122932446
3532.9041017886375,1878.7758850863197
3488.720797263457,1902.183309335763
3445.4103845672835,1927.1404280048928
3403.047116119717,1953.685594347494
3361.9619859735103,1982.1675569976214
3332.1939283534884,2016.9284388413653
3354.7337631182745,2061.524171885685
3378.066002821828,2105.7592669066826
3399.288925855254,2151.022881574032
3418.3597101545756,2197.221998893043
3435.270446791313,2244.2824450377348
